"","Fecha","Semana","Día","Área","Cantidad","PrecioP","Operador","Conductor","Tiempo","Temperatura","Error","Calidad"
"42","01/03/2014",9,6,"LosAngeles",6,74.646,"Ana","Mario",29.1,25.85,"No","Baja"
"21","01/03/2014",9,6,"VillaNueva",4,46.764,"Ana","Daniel",21.2,52.4,"No","Alta"
"1062","28/03/2014",13,5,"LosAngeles",1,12.99,"Maria","Carlos",26.5,41.3,"No","Alta"
"460","13/03/2014",11,4,"VillaNueva",3,44.97,"Maria","Frank",15.2,55.3,"No","Alta"
"87","02/03/2014",9,7,"VillaNueva",5,58.455,"Laura","Luis",20.8,26.6,"No","Baja"
"549","15/03/2014",11,6,"LosAngeles",4,48.564,"Laura","Carlos",34.2,44.5,"No","Media"
"1146","30/03/2014",13,7,"LosAngeles",4,54.864,"Maria","Mario",30,48.3,"Si","Alta"
"599","16/03/2014",11,7,"Prado",5,58.455,"Laura","Luis",31.1,51.3,"No","Media"
"708","19/03/2014",12,3,"Prado",4,48.564,"Maria","Luis",25.6,57.9,"No","Alta"
"1019","27/03/2014",13,4,"LosAngeles",3,81.16,"Maria","Carlos",32.5,46.3,"No","Alta"
"441","12/03/2014",11,3,"Prado",2,29.98,"Maria","Luis",57.7,26.3,"No","Media"
"686","18/03/2014",12,2,"VillaNueva",3,31.176,"Maria","Camilo",42.1,42,"Si","Media"
"937","25/03/2014",13,2,"Prado",5,51.084,"Laura","Frank",23.7,55.9,"No","Alta"
"609","16/03/2014",11,7,"LosAngeles",5,60.255,"Alta","Carlos",37.5,44.9,"No","Media"
"1174","30/03/2014",13,7,"LosAngeles",6,106.128,"Maria","Carlos",41.5,52,"Si","Media"
"433","12/03/2014",11,3,"VillaNueva",8,107.028,"Maria","Luis",11.6,57.4,"No","Alta"
"749","20/03/2014",12,4,"Prado",3,63.18,"Maria","Mario",19.9,56.9,"No","Alta"
"531","15/03/2014",11,6,"Prado",1,13.99,"Maria","Luis",18.8,51.9,"No","Alta"
"914","24/03/2014",13,1,"Prado",5,57.555,"Ana","Luis",32.5,35.2,"No","Media"
"578","16/03/2014",11,7,"VillaNueva",3,41.97,"Laura","Daniel",13.4,57.9,"No","Alta"
"509","14/03/2014",11,5,"VillaNueva",7,116.532,"Laura","Camilo",29.5,53.4,"No","Media"
"199","06/03/2014",10,4,"VillaNueva",5,61.155,"Maria","Camilo",14.3,56.6,"No","Alta"
"898","24/03/2014",13,1,"Prado",2,28.98,"Ana","Luis",42.2,41.2,"No","Alta"
"234","07/03/2014",10,5,"Prado",5,64.755,"Alta","Mario",14,52.4,"Si","Alta"
"186","06/03/2014",10,4,"Prado",3,42.97,"Maria","Frank",23.3,25.55,"Si","Baja"
"131","04/03/2014",10,2,"LosAngeles",2,49.456,"Maria","Mario",31.8,62.9,"No","Alta"
"196","06/03/2014",10,4,"LosAngeles",3,90.21,"Maria","Carlos",20.8,56.7,"No","Alta"
"1195","31/03/2014",14,1,"VillaNueva",4,52.164,"Laura","Frank",16.9,46,"No","Alta"
"389","11/03/2014",11,2,"VillaNueva",2,51.512,"Maria","Omar",14,57.8,"No","Alta"
"119","04/03/2014",10,2,"VillaNueva",5,51.084,"Ana","Omar",13.7,36.6,"No","Media"
"1009","27/03/2014",13,4,"LosAngeles",2,27.98,"Ana","Mario",23.2,58.3,"No","Alta"
"600","16/03/2014",11,7,"LosAngeles",4,54.864,"Laura","Carlos",33.2,49.3,"No","Media"
"823","22/03/2014",12,6,"Prado",4,71.91,"Maria","Frank",29.6,52.2,"No","Alta"
"1117","29/03/2014",13,6,"LosAngeles",1,16.99,"Laura","Mario",44.3,27.3,"No","Baja"
"698","19/03/2014",12,3,"VillaNueva",2,26.98,"Ana","Omar",22.8,55.1,"No","Alta"
"391","11/03/2014",11,2,"VillaNueva",4,41.731,"Maria","Omar",9.4,61.9,"No","Alta"
"791","21/03/2014",12,5,"Prado",6,71.046,"Laura","Mario",24.9,50.9,"No","Alta"
"92","03/03/2014",10,1,"VillaNueva",3,38.97,"Ana","Camilo",28.8,64.8,"No","Alta"
"1003","27/03/2014",13,4,"VillaNueva",5,67.455,"Ana","Camilo",13.6,58.6,"No","Alta"
"213","07/03/2014",10,5,"LosAngeles",6,67.446,"Maria","Mario",43.4,39.8,"No","Alta"
"1186","31/03/2014",14,1,"Prado",2,64.08,"Laura","Frank",26,40.4,"No","Alta"
"442","12/03/2014",11,3,"Prado",2,24.98,"Ana","Luis",28.1,51.6,"No","Alta"
"296","08/03/2014",10,6,"Prado",7,91.737,"Ana","Luis",23.4,47.2,"No","Alta"
"1060","28/03/2014",13,5,"LosAngeles",5,65.655,"Laura","Carlos",25.7,48.7,"Si","Baja"
"275","08/03/2014",10,6,"VillaNueva",8,99.828,"Laura","Daniel",12.1,49.4,"No","Media"
"1204","31/03/2014",14,1,"LosAngeles",4,46.764,"Laura","Carlos",26.8,39.6,"No","Baja"
"777","21/03/2014",12,5,"Prado",4,52.164,"Maria","Mario",29.4,50.6,"No","Alta"
"871","23/03/2014",12,7,"VillaNueva",3,37.97,"Ana","Luis",27.9,53.4,"No","Alta"
"36","01/03/2014",9,6,"LosAngeles",5,57.555,"Ana","Daniel",32.4,30.3,"No","Baja"
"742","20/03/2014",12,4,"VillaNueva",4,45.864,"Ana","Mario",14.3,53.7,"No","Alta"
"239","07/03/2014",10,5,"VillaNueva",3,42.97,"Laura","Camilo",29.9,48.8,"No","Media"
"685","18/03/2014",12,2,"VillaNueva",3,32.776,"Maria","Omar",20.1,57.8,"No","Alta"
"1145","30/03/2014",13,7,"LosAngeles",3,78.75,"Maria","Carlos",43,41.5,"No","Alta"
"596","16/03/2014",11,7,"LosAngeles",4,47.664,"Ana","Omar",40,29.9,"No","Baja"
"456","13/03/2014",11,4,"VillaNueva",3,41.97,"Maria","Camilo",33.4,52.8,"No","Alta"
"947","25/03/2014",13,2,"VillaNueva",4,38.851,"Ana","Omar",12.9,57.9,"No","Alta"
"203","06/03/2014",10,4,"VillaNueva",2,26.98,"Laura","Camilo",16.9,52.2,"No","Media"
"121","04/03/2014",10,2,"LosAngeles",4,38.851,"Ana","Mario",11.7,54.1,"No","Alta"
"1022","27/03/2014",13,4,"LosAngeles",1,49.05,"Maria","Mario",28.3,50.7,"No","Alta"
"1162","30/03/2014",13,7,"LosAngeles",8,124.434,"Maria","Carlos",25,51.8,"No","Alta"
"90","02/03/2014",9,7,"Prado",4,46.764,"Ana","Frank",10.7,25.85,"No","Baja"
"706","19/03/2014",12,3,"VillaNueva",3,33.97,"Maria","Omar",13.6,61.1,"No","Alta"
"494","14/03/2014",11,5,"VillaNueva",2,27.98,"Laura","Camilo",17.2,55.7,"No","Media"
"110","03/03/2014",10,1,"VillaNueva",4,53.964,"Ana","Omar",22.2,50.4,"No","Alta"
"451","12/03/2014",11,3,"VillaNueva",2,29.98,"Ana","Camilo",12.9,41.1,"No","Media"
"642","17/03/2014",12,1,"VillaNueva",4,53.964,"Laura","Omar",15.4,58.4,"No","Alta"
"332","09/03/2014",10,7,"LosAngeles",3,44.97,"Laura","Luis",39.6,49.1,"No","Alta"
"850","23/03/2014",12,7,"Prado",1,13.99,"Ana","Luis",24.9,33.2,"No","Baja"
"137","05/03/2014",10,3,"Prado",5,55.755,"Ana","Frank",11.4,57.9,"No","Alta"
"569","15/03/2014",11,6,"LosAngeles",4,48.564,"Maria","Daniel",25.1,49.9,"No","Alta"
"653","17/03/2014",12,1,"Prado",3,36.97,"Laura","Luis",34.8,48.8,"No","Media"
"1057","28/03/2014",13,5,"Prado",2,32.98,"Maria","Mario",9.4,52.7,"No","Alta"
"894","24/03/2014",13,1,"LosAngeles",5,69.255,"Ana","Carlos",35.7,53.6,"No","Baja"
"409","11/03/2014",11,2,"VillaNueva",1,8.792,"Maria","Camilo",15.6,55.6,"No","Alta"
"1184","31/03/2014",14,1,"LosAngeles",5,62.055,"Laura","Carlos",31.4,37.1,"No","Baja"
"305","08/03/2014",10,6,"LosAngeles",3,49.97,"Ana","Carlos",63.2,22.5,"No","Baja"
"915","24/03/2014",13,1,"VillaNueva",4,52.164,"Laura","Omar",11.6,63.1,"No","Alta"
"969","26/03/2014",13,3,"Prado",2,28.98,"Maria","Frank",31.2,44.2,"No","Alta"
"1196","31/03/2014",14,1,"Prado",4,48.564,"Laura","Carlos",34.8,30.9,"No","Baja"
"875","23/03/2014",12,7,"LosAngeles",3,41.97,"Ana","Carlos",31.4,32.2,"No","Baja"
"326","09/03/2014",10,7,"VillaNueva",3,43.97,"Laura","Daniel",11.1,58,"No","Alta"
"436","12/03/2014",11,3,"Prado",2,29.98,"Maria","Luis",37,48.4,"No","Alta"
"818","22/03/2014",12,6,"Prado",3,64.01,"Laura","Frank",9.9,54,"No","Media"
"841","22/03/2014",12,6,"VillaNueva",1,11.99,"Laura","Daniel",20.1,49.2,"No","Alta"
"884","23/03/2014",12,7,"VillaNueva",3,39.97,"Ana","Daniel",14.1,40.7,"No","Media"
"666","18/03/2014",12,2,"Prado",1,10.392,"Ana","Camilo",25.9,55,"No","Alta"
"795","21/03/2014",12,5,"LosAngeles",3,47.97,"Laura","Mario",20.5,50.9,"No","Media"
"737","20/03/2014",12,4,"VillaNueva",4,47.664,"Maria","Camilo",11.7,57.9,"No","Alta"
"987","26/03/2014",13,3,"VillaNueva",3,39.97,"Maria","Omar",16,58.3,"No","Alta"
"438","12/03/2014",11,3,"Prado",2,29.98,"Ana","Luis",33.4,52.8,"No","Alta"
"1054","28/03/2014",13,5,"VillaNueva",4,44.964,"Maria","Camilo",38.4,39.5,"No","Alta"
"187","06/03/2014",10,4,"VillaNueva",3,42.97,"Alta","Frank",10.8,55.3,"No","Alta"
"1051","28/03/2014",13,5,"LosAngeles",3,43.97,"Maria","Mario",36.7,44.8,"No","Alta"
"471","13/03/2014",11,4,"VillaNueva",4,49.464,"Maria","Carlos",20.1,57.3,"No","Alta"
"803","22/03/2014",12,6,"LosAngeles",4,55.764,"Laura","Carlos",35,45.4,"No","Baja"
"490","14/03/2014",11,5,"VillaNueva",3,42.97,"Maria","Frank",20.6,53,"No","Alta"
"813","22/03/2014",12,6,"LosAngeles",4,53.064,"Maria","Carlos",25.4,51.3,"No","Alta"
"329","09/03/2014",10,7,"Prado",5,61.155,"Laura","Carlos",22.2,55.3,"No","Media"
"984","26/03/2014",13,3,"Prado",3,39.97,"Ana","Frank",22.1,55.3,"No","Alta"
"379","10/03/2014",11,1,"LosAngeles",4,46.764,"Ana","Carlos",25.9,30.1,"No","Baja"
"146","05/03/2014",10,3,"Prado",2,27.98,"Ana","Omar",26.2,26.85,"No","Baja"
"26","01/03/2014",9,6,"VillaNueva",5,58.455,"Ana","Luis",18,36.8,"No","Media"
"1153","30/03/2014",13,7,"LosAngeles",1,16.99,"Maria","Mario",23.8,47.5,"No","Alta"
"572","15/03/2014",11,6,"Prado",3,72.72,"Laura","Carlos",22.9,49.2,"No","Media"
"659","18/03/2014",12,2,"Prado",5,46.764,"Maria","Luis",33.4,49.8,"No","Alta"
"1042","28/03/2014",13,5,"Prado",6,80.946,"Maria","Carlos",30,47,"No","Alta"
"545","15/03/2014",11,6,"LosAngeles",2,29.98,"Laura","Mario",28.7,47,"No","Media"
"18","01/03/2014",9,6,"VillaNueva",2,27.98,"Laura","Daniel",29.7,47.7,"No","Media"
"184","06/03/2014",10,4,"Prado",3,40.97,"Maria","Frank",22.9,26.95,"Si","Media"
"615","16/03/2014",11,7,"VillaNueva",4,53.064,"Ana","Daniel",10.2,40.2,"No","Alta"
"536","15/03/2014",11,6,"LosAngeles",2,30.98,"Maria","Carlos",48.2,27.4,"Si","Alta"
"757","21/03/2014",12,5,"VillaNueva",6,71.946,"Maria","Carlos",14.1,52.4,"No","Alta"
"17","01/03/2014",9,6,"VillaNueva",2,26.98,"Ana","Camilo",27.7,51,"No","Alta"
"848","23/03/2014",12,7,"LosAngeles",2,26.98,"Ana","Carlos",33.2,56.4,"No","Alta"
"775","21/03/2014",12,5,"Prado",4,83.835,"Maria","Mario",13.1,53.6,"No","Alta"
"113","03/03/2014",10,1,"VillaNueva",2,25.98,"Maria","Camilo",26.5,61.8,"No","Alta"
"839","22/03/2014",12,6,"LosAngeles",2,26.98,"Laura","Daniel",23.2,54.5,"No","Media"
"102","03/03/2014",10,1,"Prado",4,53.964,"Ana","Mario",25.2,26.15,"Si","Baja"
"828","22/03/2014",12,6,"Prado",4,46.764,"Maria","Luis",25.3,50.2,"Si","Alta"
"616","16/03/2014",11,7,"LosAngeles",2,25.98,"Laura","Carlos",31.4,49.9,"No","Media"
"998","27/03/2014",13,4,"VillaNueva",3,40.97,"Ana","Camilo",25.3,53.9,"No","Alta"
"922","25/03/2014",13,2,"VillaNueva",4,40.291,"Ana","Frank",10.1,59.6,"No","Alta"
"480","13/03/2014",11,4,"Prado",3,38.97,"Maria","Frank",23.4,55.8,"No","Alta"
"1134","30/03/2014",13,7,"LosAngeles",2,23.98,"Laura","Mario",18.1,54.3,"No","Media"
"876","23/03/2014",12,7,"VillaNueva",2,27.98,"Laura","Daniel",10.9,55.2,"No","Alta"
"597","16/03/2014",11,7,"VillaNueva",1,12.99,"Laura","Luis",52.1,28.3,"No","Baja"
"684","18/03/2014",12,2,"Prado",1,40.568,"Maria","Camilo",26.1,53.2,"No","Alta"
"11","01/03/2014",9,6,"LosAngeles",3,66.41,"Ana","Mario",11.7,28.8,"No","Baja"
"983","26/03/2014",13,3,"Prado",3,34.97,"Ana","Luis",33.7,50.9,"No","Alta"
"362","10/03/2014",11,1,"LosAngeles",1,12.99,"Ana","Carlos",35.3,35.8,"No","Alta"
"811","22/03/2014",12,6,"Prado",1,10.99,"Maria","Luis",47,25.5,"No","Media"
"388","11/03/2014",11,2,"Prado",2,52.368,"Ana","Camilo",23.3,54.5,"No","Alta"
"1028","28/03/2014",13,5,"VillaNueva",3,47.97,"Maria","Camilo",10.8,51.1,"No","Alta"
"158","05/03/2014",10,3,"VillaNueva",1,49.63,"Maria","Camilo",18.3,26.6,"No","Media"
"439","12/03/2014",11,3,"LosAngeles",5,66.555,"Ana","Omar",47.5,26.7,"No","Baja"
"1155","30/03/2014",13,7,"LosAngeles",2,26.98,"Maria","Carlos",11.3,58.9,"No","Alta"
"1041","28/03/2014",13,5,"Prado",4,44.964,"Maria","Mario",23.3,49.6,"No","Alta"
"680","18/03/2014",12,2,"Prado",4,37.411,"Ana","Luis",19.1,62.5,"No","Alta"
"81","02/03/2014",9,7,"VillaNueva",2,25.98,"Laura","Daniel",10.4,58.3,"No","Alta"
"763","21/03/2014",12,5,"LosAngeles",2,24.98,"Laura","Mario",27.8,49,"No","Media"
"960","26/03/2014",13,3,"Prado",2,27.98,"Maria","Frank",20.9,54.2,"No","Alta"
"1004","27/03/2014",13,4,"VillaNueva",3,42.97,"Ana","Camilo",11.5,60.5,"No","Alta"
"149","05/03/2014",10,3,"LosAngeles",5,56.655,"Maria","Frank",24.6,56.7,"No","Alta"
"995","27/03/2014",13,4,"Prado",2,32.98,"Alta","Mario",15.6,59.1,"No","Alta"
"924","25/03/2014",13,2,"LosAngeles",1,11.192,"Laura","Omar",22.1,51.9,"No","Media"
"557","15/03/2014",11,6,"VillaNueva",2,27.98,"Laura","Daniel",16.2,51.3,"No","Media"
"931","25/03/2014",13,2,"VillaNueva",4,61.006,"Ana","Omar",16.9,56.5,"No","Alta"
"190","06/03/2014",10,4,"VillaNueva",1,12.99,"Maria","Carlos",36.7,22.1,"No","Media"
"323","09/03/2014",10,7,"VillaNueva",4,53.064,"Ana","Daniel",12.2,60.1,"No","Alta"
"291","08/03/2014",10,6,"LosAngeles",4,87.39,"Laura","Carlos",37,40.7,"No","Alta"
"887","23/03/2014",12,7,"Prado",6,73.746,"Laura","Luis",24.7,50.2,"No","Media"
"1031","28/03/2014",13,5,"VillaNueva",6,80.946,"Laura","Camilo",40.4,37.3,"No","Baja"
"447","12/03/2014",11,3,"VillaNueva",1,10.99,"Maria","Camilo",24.9,51.7,"No","Alta"
"801","22/03/2014",12,6,"Prado",5,62.955,"Maria","Luis",25.8,48.6,"No","Alta"
"53","02/03/2014",9,7,"Prado",1,13.99,"Ana","Luis",27.2,46,"No","Alta"
"719","20/03/2014",12,4,"VillaNueva",6,72.846,"Maria","Camilo",24.4,57.5,"No","Alta"
"816","22/03/2014",12,6,"LosAngeles",6,67.446,"Maria","Carlos",48.4,35.8,"Si","Media"
"1159","30/03/2014",13,7,"Prado",3,46.97,"Maria","Mario",10.8,52.6,"Si","Alta"
"338","09/03/2014",10,7,"VillaNueva",3,38.97,"Laura","Omar",11.6,59.4,"Si","Baja"
"826","22/03/2014",12,6,"LosAngeles",3,39.97,"Laura","Carlos",24.3,55.5,"No","Alta"
"428","12/03/2014",11,3,"VillaNueva",5,102.78,"Ana","Omar",25.8,33.8,"No","Baja"
"1006","27/03/2014",13,4,"LosAngeles",1,13.99,"Maria","Carlos",23.2,54.7,"No","Alta"
"93","03/03/2014",10,1,"VillaNueva",4,51.264,"Ana","Omar",24,33.9,"No","Baja"
"852","23/03/2014",12,7,"VillaNueva",1,10.99,"Laura","Daniel",12,54.6,"No","Media"
"1017","27/03/2014",13,4,"Prado",6,80.046,"Maria","Camilo",37.8,47.8,"No","Alta"
"44","02/03/2014",9,7,"Prado",4,92.466,"Laura","Frank",9.5,54.2,"No","Media"
