"","Fecha","Semana","Día","Área","Cantidad","PrecioP","Operador","Conductor","Tiempo","Temperatura","Error","Calidad"
"91","03/03/2014",10,1,"VillaNueva",2,29.98,"Ana","Camilo",12.1,27,"No","Baja"
"247","07/03/2014",10,5,"LosAngeles",4,53.064,"Laura","Carlos",29.1,47.1,"No","Media"
"537","15/03/2014",11,6,"LosAngeles",6,66.546,"Maria","Mario",22,51.8,"No","Alta"
"817","22/03/2014",12,6,"Prado",3,39.97,"Laura","Carlos",27.1,49.7,"No","Media"
"1150","30/03/2014",13,7,"VillaNueva",3,73.7,"Laura","Omar",19,53.8,"No","Alta"
"206","06/03/2014",10,4,"LosAngeles",7,134.334,"Maria","Carlos",47.7,21,"No","Media"
"774","21/03/2014",12,5,"LosAngeles",7,78.237,"Laura","Mario",41.9,38.6,"No","Baja"
"1046","28/03/2014",13,5,"Prado",2,30.98,"Laura","Mario",21.4,46.7,"No","Media"
"761","21/03/2014",12,5,"VillaNueva",8,96.228,"Laura","Camilo",28,49.2,"No","Media"
"660","18/03/2014",12,2,"VillaNueva",5,51.084,"Maria","Camilo",21.4,60.7,"Si","Alta"
"238","07/03/2014",10,5,"LosAngeles",3,74.74,"Laura","Mario",22.7,51.7,"No","Media"
"92","03/03/2014",10,1,"VillaNueva",3,38.97,"Ana","Camilo",28.8,64.8,"No","Alta"
"341","09/03/2014",10,7,"Prado",4,43.164,"Laura","Luis",29.5,51.3,"No","Media"
"257","08/03/2014",10,6,"LosAngeles",5,61.155,"Ana","Carlos",43.6,21.6,"No","Baja"
"443","12/03/2014",11,3,"VillaNueva",2,29.98,"Maria","Camilo",19.8,57.3,"No","Alta"
"1205","31/03/2014",14,1,"LosAngeles",3,41.97,"Laura","Frank",31.2,35.7,"No","Baja"
"52","02/03/2014",9,7,"VillaNueva",3,47.97,"Ana","Omar",15.7,54.4,"No","Alta"
"526","14/03/2014",11,5,"VillaNueva",6,76.446,"Maria","Camilo",10.8,61.1,"Si","Alta"
"538","15/03/2014",11,6,"VillaNueva",5,61.155,"Maria","Luis",17.2,54.5,"No","Alta"
"968","26/03/2014",13,3,"VillaNueva",2,27.98,"Ana","Frank",16.3,43.5,"No","Media"
"516","14/03/2014",11,5,"Prado",5,65.655,"Maria","Camilo",45.2,42.2,"No","Alta"
"300","08/03/2014",10,6,"LosAngeles",4,53.964,"Ana","Daniel",31.2,22.2,"No","Baja"
"794","21/03/2014",12,5,"VillaNueva",6,70.146,"Maria","Camilo",21,49.2,"Si","Alta"
"986","26/03/2014",13,3,"VillaNueva",4,46.764,"Ana","Omar",16.2,40.3,"No","Media"
"73","02/03/2014",9,7,"VillaNueva",6,80.946,"Laura","Omar",26.9,51.6,"No","Media"
"942","25/03/2014",13,2,"Prado",4,66.593,"Laura","Frank",17.8,59,"No","Alta"
"184","06/03/2014",10,4,"Prado",3,40.97,"Maria","Frank",22.9,26.95,"Si","Media"
"781","21/03/2014",12,5,"LosAngeles",1,15.99,"Laura","Mario",31.6,38.6,"No","Baja"
"422","12/03/2014",11,3,"Prado",4,48.564,"Ana","Luis",33.6,45.4,"No","Alta"
"762","21/03/2014",12,5,"LosAngeles",5,63.855,"Maria","Carlos",35.5,46,"No","Alta"
"512","14/03/2014",11,5,"Prado",3,43.97,"Maria","Frank",32.2,43.9,"No","Alta"
"1047","28/03/2014",13,5,"LosAngeles",3,44.97,"Laura","Carlos",23.1,49.7,"No","Media"
"1158","30/03/2014",13,7,"LosAngeles",2,23.98,"Laura","Mario",31.9,52.5,"No","Media"
"994","27/03/2014",13,4,"LosAngeles",2,70.78,"Ana","Carlos",25.8,38.5,"No","Media"
"688","19/03/2014",12,3,"VillaNueva",1,16.99,"Ana","Camilo",15.6,41.4,"No","Media"
