"","Fecha","Semana","Día","Área","Cantidad","PrecioP","Operador","Conductor","Tiempo","Temperatura","Error","Calidad"
"243","07/03/2014",10,5,"LosAngeles",2,29.98,"Maria","Mario",35.1,43.7,"No","Alta"
"145","05/03/2014",10,3,"Prado",5,62.055,"Maria","Luis",34.2,24.9,"No","Media"
"447","12/03/2014",11,3,"VillaNueva",1,10.99,"Maria","Camilo",24.9,51.7,"No","Alta"
"478","13/03/2014",11,4,"Prado",2,28.98,"Laura","Camilo",23.7,54.5,"No","Media"
"22","01/03/2014",9,6,"VillaNueva",4,52.164,"Laura","Daniel",10.6,55.1,"No","Media"
"442","12/03/2014",11,3,"Prado",2,24.98,"Ana","Luis",28.1,51.6,"No","Alta"
"765","21/03/2014",12,5,"LosAngeles",4,51.264,"Laura","Mario",15.8,54,"No","Media"
"278","08/03/2014",10,6,"VillaNueva",4,53.064,"Ana","Luis",20.2,51.2,"No","Alta"
"654","17/03/2014",12,1,"Prado",5,66.555,"Ana","Luis",32.5,57.9,"No","Alta"
"698","19/03/2014",12,3,"VillaNueva",2,26.98,"Ana","Omar",22.8,55.1,"No","Alta"
"880","23/03/2014",12,7,"LosAngeles",2,69.12,"Laura","Daniel",30.5,47.5,"No","Media"
"108","03/03/2014",10,1,"VillaNueva",5,62.955,"Maria","Omar",10.2,61.5,"Si","Alta"
"410","11/03/2014",11,2,"Prado",8,77.702,"Maria","Luis",12.7,60.7,"Si","Alta"
"247","07/03/2014",10,5,"LosAngeles",4,53.064,"Laura","Carlos",29.1,47.1,"No","Media"
"186","06/03/2014",10,4,"Prado",3,42.97,"Maria","Frank",23.3,25.55,"Si","Baja"
"518","14/03/2014",11,5,"Prado",2,64.7,"Laura","Frank",31.9,48.8,"No","Media"
"805","22/03/2014",12,6,"VillaNueva",3,44.97,"Maria","Luis",38.3,46.4,"No","Alta"
"34","01/03/2014",9,6,"Prado",3,42.97,"Ana","Camilo",36.2,41.7,"No","Alta"
"735","20/03/2014",12,4,"VillaNueva",2,32.98,"Maria","Camilo",11.1,59.4,"No","Alta"
"561","15/03/2014",11,6,"LosAngeles",2,53.07,"Laura","Mario",19,54.1,"No","Media"
"378","10/03/2014",11,1,"LosAngeles",3,44.97,"Ana","Mario",33.9,35.2,"No","Media"
"112","03/03/2014",10,1,"VillaNueva",1,16.99,"Maria","Camilo",11.7,60.5,"Si","Alta"
"1077","29/03/2014",13,6,"LosAngeles",5,70.155,"Laura","Carlos",65.6,19.3,"No","Baja"
"835","22/03/2014",12,6,"Prado",4,50.364,"Laura","Carlos",27.4,50.3,"No","Media"
"484","13/03/2014",11,4,"LosAngeles",5,61.155,"Laura","Carlos",41,44.7,"No","Media"
"6","01/03/2014",9,6,"Prado",1,13.99,"Ana","Luis",48.7,27,"No","Baja"
"609","16/03/2014",11,7,"LosAngeles",5,60.255,"Alta","Carlos",37.5,44.9,"No","Media"
"748","20/03/2014",12,4,"Prado",5,64.755,"Ana","Camilo",11.2,39.8,"No","Media"
"892","24/03/2014",13,1,"VillaNueva",4,47.664,"Ana","Omar",19,54.8,"No","Alta"
"84","02/03/2014",9,7,"Prado",6,70.146,"Laura","Luis",23.9,55.1,"No","Media"
