"","Fecha","Semana","Día","Área","Cantidad","PrecioP","Operador","Conductor","Tiempo","Temperatura","Error","Calidad"
"735","20/03/2014",12,4,"VillaNueva",2,32.98,"Maria","Camilo",11.1,59.4,"No","Alta"
"139","05/03/2014",10,3,"VillaNueva",4,53.064,"Ana","Luis",22.5,51.8,"No","Alta"
"732","20/03/2014",12,4,"VillaNueva",2,23.98,"Maria","Camilo",34.1,53.5,"Si","Alta"
"260","08/03/2014",10,6,"Prado",3,42.97,"Ana","Mario",23.9,30.4,"No","Alta"
"418","12/03/2014",11,3,"VillaNueva",3,59.66,"Ana","Camilo",11.2,58.3,"No","Alta"
"923","25/03/2014",13,2,"LosAngeles",5,43.164,"Laura","Frank",28.2,52.9,"No","Alta"
"1160","30/03/2014",13,7,"VillaNueva",2,24.98,"Laura","Omar",17.3,55.3,"No","Media"
"706","19/03/2014",12,3,"VillaNueva",3,33.97,"Maria","Omar",13.6,61.1,"No","Alta"
"106","03/03/2014",10,1,"VillaNueva",6,76.446,"Maria","Camilo",21,60.4,"No","Alta"
"343","09/03/2014",10,7,"LosAngeles",3,71.7,"Ana","Carlos",62.9,19.4,"No","Alta"
"584","16/03/2014",11,7,"LosAngeles",4,84.339,"Ana","Carlos",36.6,47.5,"No","Alta"
"231","07/03/2014",10,5,"LosAngeles",4,49.464,"Laura","Carlos",29.8,49.7,"No","Media"
"223","07/03/2014",10,5,"LosAngeles",3,86.37,"Laura","Carlos",45.3,38,"No","Alta"
"435","12/03/2014",11,3,"VillaNueva",2,23.98,"Ana","Camilo",21.2,56.4,"No","Alta"
"448","12/03/2014",11,3,"Prado",3,42.97,"Ana","Luis",29.1,50,"No","Alta"
"628","17/03/2014",12,1,"Prado",4,53.964,"Ana","Luis",43,32.9,"No","Baja"
"234","07/03/2014",10,5,"Prado",5,64.755,"Alta","Mario",14,52.4,"Si","Alta"
"423","12/03/2014",11,3,"VillaNueva",2,21.98,"Maria","Camilo",28.8,53.8,"No","Alta"
"1132","30/03/2014",13,7,"VillaNueva",3,46.97,"Laura","Camilo",10,55.8,"No","Media"
"1204","31/03/2014",14,1,"LosAngeles",4,46.764,"Laura","Carlos",26.8,39.6,"No","Baja"
"778","21/03/2014",12,5,"LosAngeles",5,62.055,"Laura","Carlos",40.6,43.9,"No","Media"
"473","13/03/2014",11,4,"VillaNueva",3,38.97,"Maria","Camilo",29.9,54.9,"No","Alta"
"651","17/03/2014",12,1,"Prado",6,71.946,"Laura","Luis",42.4,50.5,"No","Media"
"901","24/03/2014",13,1,"VillaNueva",5,68.355,"Laura","Carlos",33.3,53.2,"No","Media"
"405","11/03/2014",11,2,"VillaNueva",1,8.792,"Ana","Camilo",20.5,55.4,"No","Alta"
"180","06/03/2014",10,4,"Prado",4,81.657,"Laura","Carlos",23.4,26.05,"No","Baja"
"787","21/03/2014",12,5,"VillaNueva",6,83.646,"Laura","Camilo",16.4,51.7,"No","Media"
"387","11/03/2014",11,2,"VillaNueva",4,41.731,"Ana","Camilo",23.6,57.4,"No","Alta"
"120","04/03/2014",10,2,"VillaNueva",2,23.184,"Ana","Camilo",11.5,63.6,"No","Alta"
"579","16/03/2014",11,7,"LosAngeles",3,39.97,"Ana","Carlos",49.3,33.3,"No","Baja"
"690","19/03/2014",12,3,"VillaNueva",2,28.98,"Maria","Omar",36.7,43.7,"Si","Media"
"75","02/03/2014",9,7,"Prado",2,30.98,"Laura","Luis",22.3,27.2,"No","Baja"
"859","23/03/2014",12,7,"Prado",3,44.97,"Laura","Daniel",19.8,56.2,"No","Alta"
"190","06/03/2014",10,4,"VillaNueva",1,12.99,"Maria","Carlos",36.7,22.1,"No","Media"
"439","12/03/2014",11,3,"LosAngeles",5,66.555,"Ana","Omar",47.5,26.7,"No","Baja"
"255","08/03/2014",10,6,"VillaNueva",2,29.98,"Laura","Daniel",16.5,49.8,"No","Media"
"286","08/03/2014",10,6,"LosAngeles",4,73.899,"Laura","Carlos",20.2,45.2,"No","Media"
"670","18/03/2014",12,2,"VillaNueva",2,20.784,"Maria","Camilo",21.2,57.7,"No","Alta"
