"","Fecha","Semana","Día","Área","Cantidad","PrecioP","Operador","Conductor","Tiempo","Temperatura","Error","Calidad"
"281","08/03/2014",10,6,"LosAngeles",3,35.97,"Laura","Mario",42.1,21,"Si","Baja"
"114","03/03/2014",10,1,"Prado",3,42.97,"Maria","Camilo",32.2,60.5,"No","Alta"
"428","12/03/2014",11,3,"VillaNueva",5,102.78,"Ana","Omar",25.8,33.8,"No","Baja"
"889","23/03/2014",12,7,"VillaNueva",2,28.98,"Laura","Omar",9.2,53.9,"No","Media"
"559","15/03/2014",11,6,"Prado",2,24.98,"Maria","Mario",29.3,42.7,"No","Alta"
"1120","29/03/2014",13,6,"LosAngeles",2,24.98,"Maria","Carlos",34.5,39.1,"No","Alta"
"1090","29/03/2014",13,6,"VillaNueva",5,53.055,"Maria","Omar",26.9,47.2,"No","Alta"
"13","01/03/2014",9,6,"Prado",4,46.764,"Ana","Luis",32.7,24.05,"No","Baja"
"1121","29/03/2014",13,6,"VillaNueva",7,87.237,"Maria","Carlos",18,51.4,"No","Alta"
"83","02/03/2014",9,7,"Prado",2,30.98,"Ana","Luis",40.3,33.7,"No","Baja"
"942","25/03/2014",13,2,"Prado",4,66.593,"Laura","Frank",17.8,59,"No","Alta"
"952","26/03/2014",13,3,"Prado",4,79.947,"Ana","Luis",22.5,54.6,"No","Alta"
"832","22/03/2014",12,6,"LosAngeles",6,78.246,"Maria","Daniel",44.7,44,"No","Alta"
"931","25/03/2014",13,2,"VillaNueva",4,61.006,"Ana","Omar",16.9,56.5,"No","Alta"
"1189","31/03/2014",14,1,"VillaNueva",2,26.98,"Laura","Carlos",19.1,45.1,"No","Media"
"155","05/03/2014",10,3,"Prado",6,80.046,"Maria","Camilo",34.8,49,"No","Alta"
"204","06/03/2014",10,4,"VillaNueva",7,87.237,"Maria","Camilo",21.6,25.2,"No","Media"
"1195","31/03/2014",14,1,"VillaNueva",4,52.164,"Laura","Frank",16.9,46,"No","Alta"
"330","09/03/2014",10,7,"VillaNueva",1,11.99,"Laura","Omar",17.4,56.7,"No","Alta"
"1109","29/03/2014",13,6,"LosAngeles",3,44.97,"Maria","Carlos",41.2,35.5,"No","Alta"
"1154","30/03/2014",13,7,"VillaNueva",2,60.48,"Maria","Camilo",21.4,50.3,"Si","Alta"
"511","14/03/2014",11,5,"LosAngeles",3,40.97,"Laura","Carlos",41.4,41.1,"No","Baja"
"490","14/03/2014",11,5,"VillaNueva",3,42.97,"Maria","Frank",20.6,53,"No","Alta"
"1096","29/03/2014",13,6,"LosAngeles",5,65.655,"Laura","Carlos",15.6,50,"No","Media"
"676","18/03/2014",12,2,"Prado",2,19.984,"Maria","Luis",31.9,47.8,"No","Alta"
"746","20/03/2014",12,4,"Prado",2,25.98,"Ana","Mario",13.9,57.4,"No","Alta"
"257","08/03/2014",10,6,"LosAngeles",5,61.155,"Ana","Carlos",43.6,21.6,"No","Baja"
"1099","29/03/2014",13,6,"VillaNueva",1,43.62,"Laura","Camilo",21.6,47.1,"No","Alta"
"1190","31/03/2014",14,1,"LosAngeles",7,89.937,"Laura","Carlos",23.8,42.3,"No","Baja"
"263","08/03/2014",10,6,"VillaNueva",1,16.99,"Ana","Daniel",19.2,48.1,"No","Alta"
"747","20/03/2014",12,4,"LosAngeles",6,71.046,"Maria","Mario",35,47.3,"Si","Alta"
"113","03/03/2014",10,1,"VillaNueva",2,25.98,"Maria","Camilo",26.5,61.8,"No","Alta"
"50","02/03/2014",9,7,"VillaNueva",3,37.97,"Ana","Luis",21.4,33.2,"No","Baja"
"273","08/03/2014",10,6,"Prado",3,42.97,"Ana","Luis",40.4,21.7,"No","Baja"
"692","19/03/2014",12,3,"VillaNueva",5,66.555,"Maria","Camilo",19.6,57.8,"No","Alta"
"201","06/03/2014",10,4,"LosAngeles",6,71.046,"Laura","Carlos",34.7,44.8,"No","Media"
"528","15/03/2014",11,6,"Prado",4,47.664,"Laura","Luis",29.4,47.2,"No","Media"
"799","22/03/2014",12,6,"LosAngeles",4,53.964,"Laura","Carlos",39.8,48.6,"No","Media"
"1002","27/03/2014",13,4,"LosAngeles",3,44.97,"Maria","Carlos",36.6,52.7,"No","Alta"
"372","10/03/2014",11,1,"LosAngeles",5,64.755,"Ana","Carlos",17.4,49.8,"No","Alta"
"806","22/03/2014",12,6,"Prado",3,38.97,"Laura","Luis",24.5,48.5,"No","Alta"
"390","11/03/2014",11,2,"VillaNueva",3,35.976,"Ana","Camilo",21.9,37.5,"No","Media"
"337","09/03/2014",10,7,"LosAngeles",4,66.6,"Laura","Carlos",36.6,47.3,"No","Media"
"165","05/03/2014",10,3,"LosAngeles",2,29.98,"Ana","Luis",11.8,29.15,"No","Baja"
"345","09/03/2014",10,7,"VillaNueva",1,10.99,"Ana","Carlos",26.2,33.8,"No","Alta"
"331","09/03/2014",10,7,"LosAngeles",1,16.99,"Laura","Carlos",23,55.2,"No","Media"
"473","13/03/2014",11,4,"VillaNueva",3,38.97,"Maria","Camilo",29.9,54.9,"No","Alta"
"560","15/03/2014",11,6,"Prado",4,44.064,"Alta","Luis",43.2,36.3,"No","Baja"
"310","09/03/2014",10,7,"LosAngeles",2,26.98,"Laura","Carlos",36.9,38.3,"No","Alta"
"179","06/03/2014",10,4,"VillaNueva",6,68.346,"Laura","Frank",12.4,55.5,"No","Media"
"1169","30/03/2014",13,7,"LosAngeles",6,76.446,"Laura","Mario",17.6,58.7,"No","Alta"
"854","23/03/2014",12,7,"VillaNueva",3,60.18,"Laura","Daniel",8.8,57,"No","Alta"
"565","15/03/2014",11,6,"Prado",1,12.99,"Laura","Mario",23.1,50.9,"No","Media"
"1032","28/03/2014",13,5,"LosAngeles",5,69.255,"Laura","Carlos",35.8,38.8,"No","Baja"
"831","22/03/2014",12,6,"VillaNueva",3,42.97,"Laura","Daniel",34.2,45.5,"No","Media"
"2","01/03/2014",9,6,"LosAngeles",2,26.98,"Laura","Daniel",19.6,56.4,"No","Alta"
"921","25/03/2014",13,2,"VillaNueva",3,34.376,"Laura","Frank",14.2,57.4,"No","Alta"
"1176","31/03/2014",14,1,"VillaNueva",3,69.8,"Laura","Carlos",22.5,41.4,"No","Baja"
"503","14/03/2014",11,5,"VillaNueva",2,23.98,"Maria","Camilo",30.8,46.1,"Si","Media"
"887","23/03/2014",12,7,"Prado",6,73.746,"Laura","Luis",24.7,50.2,"No","Media"
"151","05/03/2014",10,3,"Prado",3,45.97,"Maria","Luis",25.2,53.8,"No","Alta"
"1181","31/03/2014",14,1,"LosAngeles",7,113.589,"Laura","Frank",37.4,33.4,"No","Baja"
"301","08/03/2014",10,6,"VillaNueva",2,28.98,"Laura","Daniel",14.1,52.1,"No","Media"
"255","08/03/2014",10,6,"VillaNueva",2,29.98,"Laura","Daniel",16.5,49.8,"No","Media"
"734","20/03/2014",12,4,"LosAngeles",2,29.98,"Maria","Carlos",27.4,52.6,"No","Alta"
"420","12/03/2014",11,3,"VillaNueva",1,10.99,"Maria","Omar",10.3,59.5,"No","Alta"
"654","17/03/2014",12,1,"Prado",5,66.555,"Ana","Luis",32.5,57.9,"No","Alta"
"140","05/03/2014",10,3,"Prado",5,85.059,"Maria","Luis",31.1,26.25,"No","Media"
"55","02/03/2014",9,7,"Prado",6,74.646,"Laura","Frank",23.7,51.1,"No","Media"
"1046","28/03/2014",13,5,"Prado",2,30.98,"Laura","Mario",21.4,46.7,"No","Media"
"557","15/03/2014",11,6,"VillaNueva",2,27.98,"Laura","Daniel",16.2,51.3,"No","Media"
"649","17/03/2014",12,1,"VillaNueva",4,47.664,"Laura","Omar",11.2,61.9,"No","Alta"
"865","23/03/2014",12,7,"LosAngeles",4,44.964,"Laura","Carlos",32.9,54.8,"No","Media"
"363","10/03/2014",11,1,"LosAngeles",5,58.455,"Ana","Carlos",28.5,30,"No","Baja"
"1024","27/03/2014",13,4,"LosAngeles",5,58.455,"Maria","Carlos",32.6,49,"No","Alta"
"1007","27/03/2014",13,4,"Prado",3,40.97,"Ana","Carlos",14.6,41.2,"No","Media"
"788","21/03/2014",12,5,"VillaNueva",4,57.564,"Laura","Mario",17.6,49.5,"No","Media"
"812","22/03/2014",12,6,"Prado",2,24.98,"Laura","Luis",35.9,42.7,"No","Baja"
"638","17/03/2014",12,1,"VillaNueva",3,46.97,"Laura","Omar",29.9,52.5,"No","Media"
"68","02/03/2014",9,7,"VillaNueva",4,47.664,"Ana","Omar",15.4,52.6,"No","Alta"
"36","01/03/2014",9,6,"LosAngeles",5,57.555,"Ana","Daniel",32.4,30.3,"No","Baja"
"237","07/03/2014",10,5,"LosAngeles",3,41.97,"Maria","Carlos",34.4,42.1,"No","Alta"
"601","16/03/2014",11,7,"LosAngeles",4,54.864,"Laura","Luis",30.9,46,"No","Media"
"478","13/03/2014",11,4,"Prado",2,28.98,"Laura","Camilo",23.7,54.5,"No","Media"
"3","01/03/2014",9,6,"LosAngeles",3,40.97,"Ana","Daniel",17.8,36.5,"No","Alta"
"1182","31/03/2014",14,1,"LosAngeles",4,45.864,"Laura","Carlos",41.4,33.8,"No","Baja"
"504","14/03/2014",11,5,"VillaNueva",2,27.98,"Maria","Camilo",20.8,57.8,"No","Alta"
"51","02/03/2014",9,7,"VillaNueva",2,29.98,"Laura","Omar",11.5,54.5,"No","Media"
"1126","29/03/2014",13,6,"VillaNueva",3,42.97,"Maria","Camilo",15.5,50.2,"No","Alta"
"814","22/03/2014",12,6,"VillaNueva",3,37.97,"Maria","Daniel",22.1,48.9,"No","Alta"
"39","01/03/2014",9,6,"VillaNueva",3,40.97,"Ana","Luis",27.9,49.9,"No","Alta"
"541","15/03/2014",11,6,"Prado",6,71.946,"Maria","Mario",27.8,53.7,"No","Alta"
"947","25/03/2014",13,2,"VillaNueva",4,38.851,"Ana","Omar",12.9,57.9,"No","Alta"
"556","15/03/2014",11,6,"VillaNueva",3,40.97,"Laura","Daniel",28.5,48.2,"No","Media"
"63","02/03/2014",9,7,"VillaNueva",2,28.98,"Ana","Daniel",10.5,58.1,"No","Alta"
"1","01/03/2014",9,6,"Prado",5,65.655,"Laura","Luis",20,53,"No","Media"
"681","18/03/2014",12,2,"Prado",2,18.384,"Maria","Luis",39.5,46,"No","Alta"
"33","01/03/2014",9,6,"VillaNueva",5,61.155,"Ana","Camilo",15,53.3,"No","Alta"
"668","18/03/2014",12,2,"VillaNueva",4,39.571,"Ana","Omar",15.1,59.3,"No","Alta"
"447","12/03/2014",11,3,"VillaNueva",1,10.99,"Maria","Camilo",24.9,51.7,"No","Alta"
"757","21/03/2014",12,5,"VillaNueva",6,71.946,"Maria","Carlos",14.1,52.4,"No","Alta"
"128","04/03/2014",10,2,"VillaNueva",3,28.776,"Maria","Camilo",32,57.9,"No","Alta"
"958","26/03/2014",13,3,"Prado",3,49.97,"Maria","Frank",15.2,57,"No","Alta"
"920","25/03/2014",13,2,"VillaNueva",2,22.384,"Ana","Frank",11.4,41.6,"No","Media"
"1060","28/03/2014",13,5,"LosAngeles",5,65.655,"Laura","Carlos",25.7,48.7,"Si","Baja"
"314","09/03/2014",10,7,"VillaNueva",3,39.97,"Laura","Omar",9.6,59.3,"No","Alta"
"527","14/03/2014",11,5,"Prado",2,68.47,"Laura","Frank",25.2,54.4,"No","Media"
"966","26/03/2014",13,3,"VillaNueva",3,41.97,"Maria","Omar",14.1,54,"No","Alta"
"874","23/03/2014",12,7,"VillaNueva",1,15.99,"Laura","Luis",26.2,51.1,"No","Media"
"427","12/03/2014",11,3,"LosAngeles",3,44.97,"Maria","Omar",17.8,60.2,"No","Alta"
"465","13/03/2014",11,4,"Prado",2,29.98,"Maria","Frank",15.9,54.1,"Si","Alta"
"104","03/03/2014",10,1,"Prado",3,43.97,"Ana","Mario",9.5,55.9,"No","Alta"
"895","24/03/2014",13,1,"LosAngeles",4,76.815,"Ana","Luis",17.8,58.2,"No","Alta"
"365","10/03/2014",11,1,"Prado",4,50.364,"Ana","Luis",44.7,38.1,"No","Media"
"1069","28/03/2014",13,5,"LosAngeles",6,91.53,"Laura","Mario",26.9,49.5,"No","Media"
"809","22/03/2014",12,6,"VillaNueva",6,79.146,"Maria","Daniel",26.8,50.7,"No","Alta"
"71","02/03/2014",9,7,"Prado",4,56.664,"Ana","Frank",9,58.2,"No","Alta"
"879","23/03/2014",12,7,"LosAngeles",2,65.79,"Laura","Carlos",25.4,52.3,"No","Alta"
"708","19/03/2014",12,3,"Prado",4,48.564,"Maria","Luis",25.6,57.9,"No","Alta"
"625","17/03/2014",12,1,"VillaNueva",7,89.037,"Ana","Omar",16.4,61.9,"No","Alta"
"27","01/03/2014",9,6,"VillaNueva",5,97.065,"Laura","Daniel",25.6,51,"No","Media"
"47","02/03/2014",9,7,"VillaNueva",4,78.957,"Ana","Omar",9.2,22.2,"No","Baja"
"103","03/03/2014",10,1,"LosAngeles",1,13.99,"Maria","Mario",17.6,34.4,"No","Alta"
