"","Fecha","Semana","Día","Área","Cantidad","PrecioP","Operador","Conductor","Tiempo","Temperatura","Error","Calidad"
"280","08/03/2014",10,6,"Prado",3,70,"Ana","Luis",42.7,32,"No","Baja"
"578","16/03/2014",11,7,"VillaNueva",3,41.97,"Laura","Daniel",13.4,57.9,"No","Alta"
"668","18/03/2014",12,2,"VillaNueva",4,39.571,"Ana","Omar",15.1,59.3,"No","Alta"
"631","17/03/2014",12,1,"VillaNueva",1,13.99,"Ana","Luis",14.3,56.2,"No","Alta"
"314","09/03/2014",10,7,"VillaNueva",3,39.97,"Laura","Omar",9.6,59.3,"No","Alta"
"827","22/03/2014",12,6,"Prado",4,52.164,"Maria","Frank",24.9,50.5,"No","Alta"
"744","20/03/2014",12,4,"LosAngeles",4,49.464,"Maria","Carlos",29.8,54.4,"No","Alta"
"961","26/03/2014",13,3,"Prado",4,48.564,"Ana","Frank",13.3,60.3,"No","Alta"
"987","26/03/2014",13,3,"VillaNueva",3,39.97,"Maria","Omar",16,58.3,"No","Alta"
"110","03/03/2014",10,1,"VillaNueva",4,53.964,"Ana","Omar",22.2,50.4,"No","Alta"
"604","16/03/2014",11,7,"VillaNueva",3,38.97,"Laura","Carlos",19.3,57.5,"No","Alta"
"365","10/03/2014",11,1,"Prado",4,50.364,"Ana","Luis",44.7,38.1,"No","Media"
"163","05/03/2014",10,3,"LosAngeles",7,79.137,"Maria","Luis",25.9,59.8,"No","Alta"
"415","11/03/2014",11,2,"VillaNueva",4,37.411,"Maria","Luis",27.8,55.3,"No","Alta"
"872","23/03/2014",12,7,"VillaNueva",4,51.264,"Ana","Daniel",9.1,56.2,"No","Alta"
"52","02/03/2014",9,7,"VillaNueva",3,47.97,"Ana","Omar",15.7,54.4,"No","Alta"
"830","22/03/2014",12,6,"LosAngeles",3,41.97,"Maria","Luis",55.1,25,"No","Media"
"675","18/03/2014",12,2,"VillaNueva",4,38.131,"Maria","Camilo",10,59.5,"No","Alta"
"270","08/03/2014",10,6,"VillaNueva",1,12.99,"Ana","Daniel",15.6,47.3,"No","Media"
"244","07/03/2014",10,5,"VillaNueva",1,15.99,"Laura","Camilo",21.6,47.7,"No","Media"
"938","25/03/2014",13,2,"VillaNueva",4,41.731,"Ana","Frank",16.2,42.9,"No","Media"
"1106","29/03/2014",13,6,"LosAngeles",4,51.264,"Laura","Carlos",41.6,35.4,"No","Baja"
"12","01/03/2014",9,6,"VillaNueva",5,62.955,"Laura","Camilo",19.5,51.3,"No","Media"
"643","17/03/2014",12,1,"VillaNueva",5,61.155,"Ana","Omar",9.1,63.3,"No","Alta"
"510","14/03/2014",11,5,"Prado",2,26.98,"Maria","Camilo",28.9,51.3,"No","Alta"
"142","05/03/2014",10,3,"VillaNueva",3,39.97,"Ana","Luis",20.1,20.35,"No","Baja"
